1.000000000000000000e+01,2.102050732546728895e+01
2.000000000000000000e+01,2.040411383642138077e+01
3.000000000000000000e+01,2.019814003729065277e+01
4.000000000000000000e+01,1.946167620551132060e+01
5.000000000000000000e+01,1.946167620551132060e+01
6.000000000000000000e+01,1.905975421039225992e+01
7.000000000000000000e+01,1.862664684862496500e+01
8.000000000000000000e+01,1.798305747256068443e+01
9.000000000000000000e+01,1.730416832525012438e+01
1.000000000000000000e+02,1.583146303712315905e+01
1.100000000000000000e+02,1.583146303712315905e+01
1.200000000000000000e+02,1.537947649340936351e+01
1.300000000000000000e+02,1.402062281118723419e+01
1.400000000000000000e+02,1.258957938844385538e+01
1.500000000000000000e+02,1.258957938844385538e+01
1.600000000000000000e+02,1.203996640057872369e+01
1.700000000000000000e+02,1.130945439615853587e+01
1.800000000000000000e+02,1.068777488430779066e+01
1.900000000000000000e+02,1.032274479875222717e+01
2.000000000000000000e+02,1.009063995961972893e+01
2.100000000000000000e+02,9.661460043548085963e+00
2.200000000000000000e+02,9.495754413206826783e+00
2.300000000000000000e+02,9.495754413206826783e+00
2.400000000000000000e+02,9.495754413206826783e+00
2.500000000000000000e+02,9.465563913488136194e+00
2.600000000000000000e+02,9.367967648951603721e+00
2.700000000000000000e+02,9.253983639153380736e+00
2.800000000000000000e+02,9.217957292622296350e+00
2.900000000000000000e+02,9.130605802365209911e+00
3.000000000000000000e+02,9.056563830642456736e+00
3.100000000000000000e+02,8.942264535705852779e+00
3.200000000000000000e+02,8.878245536158511086e+00
3.300000000000000000e+02,8.835202035129958276e+00
3.400000000000000000e+02,8.753706404088163140e+00
3.500000000000000000e+02,8.682859744734312102e+00
3.600000000000000000e+02,8.634195014634395093e+00
3.700000000000000000e+02,8.602781727950201685e+00
3.800000000000000000e+02,8.581722918345908724e+00
3.900000000000000000e+02,8.561941645439420157e+00
4.000000000000000000e+02,8.538620031472143879e+00
4.100000000000000000e+02,8.504530928585436911e+00
4.200000000000000000e+02,8.487022546762890585e+00
4.300000000000000000e+02,8.470625482706054754e+00
4.400000000000000000e+02,8.458466487085628316e+00
4.500000000000000000e+02,8.453433426386057548e+00
4.600000000000000000e+02,8.450548489036721733e+00
4.700000000000000000e+02,8.447642148499452830e+00
4.800000000000000000e+02,8.446559015843227769e+00
4.900000000000000000e+02,8.445086380127916570e+00
5.000000000000000000e+02,8.444620522090517056e+00
