5.000000000000000000e+01,1.162575237578054293e+04
1.000000000000000000e+02,4.975649947154764959e+03
1.500000000000000000e+02,2.674951275946372789e+03
2.000000000000000000e+02,1.958812390601891138e+03
2.500000000000000000e+02,1.615748467218385485e+03
3.000000000000000000e+02,1.575838225206282914e+03
3.500000000000000000e+02,1.338040043490849712e+03
4.000000000000000000e+02,1.163300700501073834e+03
4.500000000000000000e+02,1.063606427780912327e+03
5.000000000000000000e+02,7.927576616592652954e+02
5.500000000000000000e+02,5.733528423894567823e+02
6.000000000000000000e+02,5.693076821912736705e+02
6.500000000000000000e+02,5.693076821912736705e+02
7.000000000000000000e+02,4.827596554792323218e+02
7.500000000000000000e+02,4.827596554792323218e+02
8.000000000000000000e+02,4.619616626112392055e+02
8.500000000000000000e+02,4.619616626112392055e+02
9.000000000000000000e+02,4.010207119113645149e+02
9.500000000000000000e+02,4.010207119113645149e+02
1.000000000000000000e+03,4.010207119113645149e+02
1.050000000000000000e+03,3.541030812516826245e+02
1.100000000000000000e+03,3.541030812516826245e+02
1.150000000000000000e+03,3.541030812516826245e+02
1.200000000000000000e+03,3.541030812516826245e+02
1.250000000000000000e+03,2.861736219411405386e+02
1.300000000000000000e+03,2.861736219411405386e+02
1.350000000000000000e+03,2.861736219411405386e+02
1.400000000000000000e+03,2.861736219411405386e+02
1.450000000000000000e+03,2.593765424696598529e+02
1.500000000000000000e+03,2.593765424696598529e+02
1.550000000000000000e+03,2.379325714998045385e+02
1.600000000000000000e+03,2.192778604053909817e+02
1.650000000000000000e+03,2.007914362774673691e+02
1.700000000000000000e+03,2.007914362774673691e+02
1.750000000000000000e+03,2.007914362774673691e+02
1.800000000000000000e+03,1.912132300160881755e+02
1.850000000000000000e+03,1.912132300160881755e+02
1.900000000000000000e+03,1.912132300160881755e+02
1.950000000000000000e+03,1.697648232811843059e+02
2.000000000000000000e+03,1.697648232811843059e+02
2.050000000000000000e+03,1.661293808336486393e+02
2.100000000000000000e+03,1.661293808336486393e+02
2.150000000000000000e+03,1.661293808336486393e+02
2.200000000000000000e+03,1.661293808336486393e+02
2.250000000000000000e+03,1.661293808336486393e+02
2.300000000000000000e+03,1.661293808336486393e+02
2.350000000000000000e+03,1.661293808336486393e+02
2.400000000000000000e+03,1.614730043327882072e+02
2.450000000000000000e+03,1.537408920537733650e+02
2.500000000000000000e+03,1.537408920537733650e+02
2.550000000000000000e+03,1.537408920537733650e+02
2.600000000000000000e+03,1.537408920537733650e+02
2.650000000000000000e+03,1.537408920537733650e+02
2.700000000000000000e+03,1.537408920537733650e+02
2.750000000000000000e+03,1.537408920537733650e+02
2.800000000000000000e+03,1.512565201342163732e+02
2.850000000000000000e+03,1.512565201342163732e+02
2.900000000000000000e+03,1.512565201342163732e+02
2.950000000000000000e+03,1.512565201342163732e+02
3.000000000000000000e+03,1.458895353112751820e+02
3.050000000000000000e+03,1.458895353112751820e+02
3.100000000000000000e+03,1.167809380548081890e+02
3.150000000000000000e+03,1.167809380548081890e+02
3.200000000000000000e+03,1.167809380548081890e+02
3.250000000000000000e+03,1.167809380548081890e+02
3.300000000000000000e+03,1.167809380548081890e+02
3.350000000000000000e+03,1.167809380548081890e+02
3.400000000000000000e+03,1.167809380548081890e+02
3.450000000000000000e+03,1.167809380548081890e+02
3.500000000000000000e+03,1.167809380548081890e+02
3.550000000000000000e+03,1.167809380548081890e+02
3.600000000000000000e+03,1.167809380548081890e+02
3.650000000000000000e+03,1.145163806124332950e+02
3.700000000000000000e+03,1.145163806124332950e+02
3.750000000000000000e+03,1.108831496875404667e+02
3.800000000000000000e+03,1.048762447342164137e+02
3.850000000000000000e+03,1.048762447342164137e+02
3.900000000000000000e+03,1.005517019973416950e+02
3.950000000000000000e+03,1.005517019973416950e+02
4.000000000000000000e+03,1.000637953406812386e+02
4.050000000000000000e+03,1.000637953406812386e+02
4.100000000000000000e+03,1.000637953406812386e+02
4.150000000000000000e+03,1.000637953406812386e+02
4.200000000000000000e+03,1.000637953406812386e+02
4.250000000000000000e+03,1.000637953406812386e+02
4.300000000000000000e+03,1.000637953406812386e+02
4.350000000000000000e+03,1.000637953406812386e+02
4.400000000000000000e+03,1.000637953406812386e+02
4.450000000000000000e+03,1.000637953406812386e+02
4.500000000000000000e+03,1.000637953406812386e+02
4.550000000000000000e+03,9.425066535892011643e+01
4.600000000000000000e+03,9.425066535892011643e+01
4.650000000000000000e+03,9.425066535892011643e+01
4.700000000000000000e+03,9.425066535892011643e+01
4.750000000000000000e+03,9.425066535892011643e+01
4.800000000000000000e+03,9.400276113015623025e+01
4.850000000000000000e+03,9.400276113015623025e+01
4.900000000000000000e+03,6.512215507715583840e+01
4.950000000000000000e+03,6.512215507715583840e+01
5.000000000000000000e+03,6.512215507715583840e+01
5.050000000000000000e+03,6.512215507715583840e+01
5.100000000000000000e+03,6.512215507715583840e+01
5.150000000000000000e+03,6.512215507715583840e+01
5.200000000000000000e+03,6.512215507715583840e+01
5.250000000000000000e+03,6.359983991979638773e+01
5.300000000000000000e+03,6.359983991979638773e+01
5.350000000000000000e+03,6.359983991979638773e+01
5.400000000000000000e+03,6.359983991979638773e+01
5.450000000000000000e+03,6.359983991979638773e+01
5.500000000000000000e+03,6.359983991979638773e+01
5.550000000000000000e+03,6.359983991979638773e+01
5.600000000000000000e+03,6.273066953556868697e+01
5.650000000000000000e+03,6.273066953556868697e+01
5.700000000000000000e+03,6.086144779708751429e+01
5.750000000000000000e+03,5.325297824167157046e+01
5.800000000000000000e+03,5.325297824167157046e+01
5.850000000000000000e+03,5.325297824167157046e+01
5.900000000000000000e+03,5.325297824167157046e+01
5.950000000000000000e+03,5.301127793985993719e+01
6.000000000000000000e+03,5.301127793985993719e+01
6.050000000000000000e+03,5.301127793985993719e+01
